head,relation,tail
C4760764,may be contributed to by,C0028754
C0263678,can lead to,C0231467
C0347404,is a,C0398597
C0347404,exhibits,C5818248
C0347404,involves,C1284117
C0347404,resolves,C0205359
C0347404,reveals,C1275338
C1710695,stain positively for,C1413234
C0347404,is focused on,C5447619
C3809250,is characterized by,C3809250
C3809250,has elevated levels of,C0720298
C3809250,has elevated levels of,C0546642
C3809250,presents with features in,C0221033
C3809250,presents with features in,C0086582
C0221033,may experience,C0266009
C0221033,may experience,C0002453
C0221033,may experience,C4024641
C0221033,may experience,C0266399
C0086582,may exhibit,C1160271
C3809250,is accompanied by,C4021862
C3809250,is accompanied by,C4023371
C3809250,may cause,C4553202
C3809250,may cause,C0271705
C3809250,may cause,C0549634
C1739395,is associated with,C2711028
C1739395,presents symptoms similar to,C0948089
C0948089,is abbreviated as,C1842089
C1739395,may exhibit,C0236140
C0680830,involves,C0935576
C2729489,is essential to exclude,C0235527
C2729489,is essential to exclude,C1697885
C2729489,is essential to exclude,C5687369
C0023977,include,C3536837
C0409979,is,C0497364
C0409979,resolves within,C0392917
C0409979,is caused by,C0729663
C0443933,is a type of,C0729663
C0409979,may be associated with,C0340496
C0409979,may be associated with,C0019159
C0409979,can present with,C0272284
C1849195,is a condition that may affect,C0026591
C0002893,is a condition that may affect,C0026591
C0302310,affects,C1268215
C0302310,affects,C0225442
C0409979,can present with,C0002871
C0409979,can present with,C0023530
C0409979,can present with,C0877359
C0409979,can present with,C0744875
C0149530,is the most severe presentation of,C0409979
C0409979,requires,C4023358
C1868660,is characterized by,C1868660
C1868660,is characterized by,C0423113
C1868660,presents with,C0266617
C0266617,include,C0222089
C0266617,include,C1868660
C0266617,include,C1863872
C0266617,include,C0423113
C0266617,include,C2919899
C1868660,may include,C0521576
C1868660,may include,C4021564
C1868660,may include,C0278227
C1868660,may include,C4023450
C1868660,may include,C1761613
C1868660,may include,C2020541
C1868660,may include,C1838502
C1868660,may include,C5394707
C1868660,exhibits,C5826795
C5442313,is,C3899989
C5442313,is characterized by,C1261266
C5442313,is caused by,C0023817
C1416902,is responsible for,C3156039
C0001339,is accompanied by,C0000737
C0001339,is accompanied by,C4552889
C0001339,is accompanied by,C2586108
C0001339,is accompanied by,C1290807
C5442313,may present with,C1399464
C5442313,may present with,C0221252
C5442313,is marked by,C0813230
C0813230,leads to,C3887638
C5442313,is not associated with,C0010054
C0747836,is,C5681445
C0747836,affects,C0931963
C0747836,affects,C0006497
C0747836,affects,C0039866
C0747836,develops during,C4683818
C0747836,may present in,C2985349
C0747836,is important for,C3853126
C0747836,is important for,C5707445
C0747836,can cause,C4722069
C0373437,reveals,C4303578
C1515005,focuses on,C2922368
C2930972,is characterized by,C0000772
C2930972,presents with,C3665865
C2930972,presents with,C0497552
C3665865,include,C1833486
C3665865,include,C1860819
C3665865,include,C1055232
C0497552,include,C5192462
C0497552,include,C3266178
C0497552,include,C0028866
C2930972,includes,C0241225
C2930972,includes,C0749952
C2930972,is associated with,C5229335
C2930972,affects,C0150904
C1868736,is a type of,C3829792
C3829792,is characterized by,C0860910
C0243026,is,C4032686
C0025289,is,C4032686
C0362063,is essential for,C1272435
C5681640,is a,C3899989
C5681640,characterized by,C0151478
C0030705,may benefit from,C0443077
C1740484,improve,C0032976
C0268238,is,C3899989
C0268238,characterized by,C1179126
C0268238,affects,C2323503
C0268238,may exhibit,C1399464
C0268238,may exhibit,C0026848
C0268238,may exhibit,C0086543
C0268238,diagnosis supported by,C0344559
C0344559,observed on,C2238079
C0268238,managed by,C2146147
C0858734,is characterized by,C0015938
C0858734,is characterized by,C0023569
C0858734,can lead to,C0011265
C0858734,can cause,C0549249
C0858734,can cause,C0036572
C1856184,is a manifestation of,C0858734
C0020615,can lead to,C4084788
C0020615,can lead to,C1301836
C0020615,can lead to,C3697373
C4751122,characterized by,C0009447
C4751122,manifests in,C0231335
C4751122,causes,C0239998
C1457897,is a result of,C0009447
C0010192,is a type of,C1271647
C4751121,is a,C5680638
C4751121,is characterized by,C0020505
C4751121,is characterized by,C0028754
C4751121,is characterized by,C0520680
C4751121,is characterized by,C1857153
C4751121,is characterized by,C0020655
C4751121,is characterized by,C2986478
C4751121,typically presents between,C0008059
C4751121,requires,C0237818
C4751121,may lead to,C0600228
C0027789,necessitate,C0205478
C3267025,requires,C1659155
C1659155,involves regular follow up by,C5707443
C1659155,involves regular follow up by,C5574533
C1659155,involves regular follow up by,C5707448
C1659155,involves regular follow up by,C0582175
C1659155,involves regular follow up by,C0033872
C1659155,involves regular follow up by,C3272968
C1659155,involves regular follow up by,C4304028
C4751121,is,C5419139
C4751121,manifests in,C4316720
C4751121,is characterized by,C0020655
C4751121,is characterized by,C0013363
C0020655,is marked by,C0848255
C0013363,presents with,C4023588
C0013363,presents with,C0854171
C0013363,presents with,C0428977
C4751121,requires,C0237818
C0237818,may lead to,C0600228
C0030705,develop,C0027789
C0012634,involves,C4302200
C0012634,involves,C0848746
C0012634,involves,C0342579
C0012634,involves,C0398353
C4304465,is crucial as,C3640049
C0231928,requires,C1299421
C0037189,may be necessary in,C0264890
C0282402,are established based on,C1396606
C0810364,can result in,C2153797
C0810364,may extend into,C1280672
C0810364,can occur as,C0205409
C1418470,encodes,C1418477
C1399352,is a,C5681547
C1399352,is characterized by,C0747150
C1399352,occurs with,C0004388
C1399352,has hallmark features including,C0424593
C1399352,can occur up to,C3853132
C1399352,is responsive to,C0939354
C0939354,is administered at a median dose of,C0439422
C1399352,can be classified as,C1455761
C1455761,last from,C4071832
C0030705,experience,C0744623
C0030705,exhibit,C1112287
C0939354,results in,C3242309
C0268446,is also known as,C1420876
C1420876,is characterized by,C2183884
C1420876,affects,C0023216
C1420876,is precipitated by,C2008808
C1420876,is precipitated by,C1514989
C1420876,occurs during,C0040156
C1420876,can occur in association with,C4302198
C1420876,is most commonly linked to,C0339143
C1420876,is more common among,C0086582
C1420876,has higher rates in,C0008120
C1420876,has higher rates in,C0022341
C0878682,is a,C1285162
C0878682,is characterized by,C5787779
C0878682,is marked by,C0002871
C0878682,is accompanied by,C1320640
C0878682,is marked by,C0011847
C0878682,exhibits,C0746678
C0878682,exhibits,C0393593
C0878682,exhibits,C0495694
C0878682,can progress to,C4528147
C0878682,is characterized by,C0278161
C0878682,is characterized by,C0947810
C0878682,is characterized by,C0344315
C0878682,is characterized by,C0338656
C0878682,is accompanied by,C0011777
C0878682,is accompanied by,C0085576
C0680830,involves treatment with,C2266987
C0043832,is a type of,C1517598
C1619629,is a type of,C1517598
C5666800,has shown efficacy in,C3804977
C0360686,may help prevent,C0599732
C0042874,may help prevent,C0599732
C5567452,is characterized by,C0270813
C5567452,can cause,C0160316
C2111730,is a type of,C5205722
C2111730,arises from,C0023884
C2111730,presents with,C5826712
C2111730,presents with,C0231221
C2111730,may cause,C0439650
C2111730,may progress to,C2242727
C2111730,is associated with,C4733124
C4733124,is characterized by,C0016382
C4733124,is characterized by,C0277864
C4733124,is characterized by,C0742755
C4733124,is characterized by,C1290807
C2111730,is not associated with,C0439686
C0015252,is,C1276305
C4744322,may be combined with,C0843483
C4744322,may be combined with,C3653367
C2985566,includes,C4284012
C4707803,is a manifestation of,C5769579
C4707803,is characterized by,C0221166
C4707803,spares,C0206655
C4707803,spares,C0935613
C4707803,spares,C3665483
C4707803,spares,C1280267
C4707803,affects,C0086582
C4707803,can progress to involve,C0229963
C0543880,often precedes,C0042769
C0543880,can lead to,C0262402
C0543880,can lead to,C0848910
C0543880,can lead to,C0391976
C0543880,can lead to,C0150315
C0543880,can lead to,C0011065
C4707803,is a,C4083008
C4707803,is characterized by,C0234146
C4707803,is characterized by,C4552557
C4707803,follows,C1261959
C4707803,can be linked to,C5855588
C4707803,can be linked to,C5203670
C0543880,is more common in,C0086582
C0543880,can lead to,C0030552
C0543880,requires,C2825214
C4707803,can worsen,C0424587
C5679850,is a subtype of,C0236642
C5679850,presents with,C0242186
C5679850,presents with,C0233715
C5679850,presents with,C0234493
C5679850,presents with,C0001825
C5679850,is often accompanied by,C1826966
C2372011,is relatively preserved in,C5679850
C5679850,affects,C0565998
C5679850,is the most common cause of,C0338457
C5679850,is often associated with,C0741632
C0741632,results from,C0038454
C0741632,results from,C0555305
C0741632,results from,C0027651
C0741632,results from,C0439663
C0680830,focuses on,C1273107
C2199257,can impact,C4552744
C2199257,can impact,C0439849
C2199257,can impact,C1516834
C4304465,is crucial for,C1515005
C0751706,is a form of,C0236642
C0751706,is characterized by,C0242186
C0751706,is characterized by,C0233715
C0751706,is characterized by,C0234493
C0751706,is characterized by,C0001825
C0751706,is frequently accompanied by,C2018082
C2372011,remains,C3897120
C5679850,distinguishes from,C0282513
C5679850,involves,C0454638
C0027361,struggle to form,C0876929
C0027361,speak in,C0600665
C2018082,may manifest as,C0003537
C0030705,exhibit,C0234493
C0030705,exhibit,C0001825
C4755299,occurs in,C0680085
C4755299,is accompanied by,C0839480
C4755299,is accompanied by,C0576684
C4755299,has different loci for,C1138434
C4755299,presents with,C1859520
C1842763,is a,C0432218
C1842763,is characterized by,C0154860
C1842763,is characterized by,C1300258
C1842763,is characterized by,C0265509
C1842763,is associated with,C0043194
C0043194,manifests as,C4022558
C1842763,has reported cases of,C0205388
C1842763,may cause,C0439706
C1842763,may cause,C0576008
C1842763,may cause,C1839832
C1846059,focuses on,C0239998
C1846059,focuses on,C2911660
C5231255,is also known as,C5239202
C5231255,is a type of,C5569013
C5231255,is characterized by,C0029089
C5231255,presents with symptoms including,C0522328
C5231255,presents with symptoms including,C5787882
C5231255,presents with symptoms including,C0558851
C5231255,may lead to,C3275417
C0277558,forms of,C5239202
C0205422,forms of,C5239202
C5239202,requires,C1827205
C5239202,is managed by,C0699718
C5239202,focuses on maintaining,C0549100
C5239202,focuses on alleviating,C0521989
C0152396,is characterized by,C0162674
C0152396,is caused by,C3540835
C1418732,encodes for,C0012890
C0152396,presents with,C0558851
C0152396,presents with,C0751401
C0152396,leads to,C0751401
C0152396,leads to,C5787882
C0556499,includes,C4763888
C0556499,includes,C0814195
C0441921,may require,C2922368
C5231255,is also known as,C2881304
C5231255,is characterized by,C1836264
C5231255,can be managed with,C0743730
C5231255,can be managed with,C0699718
C0325032,is a,C2931429
C0325032,is characterized by,C1420214
C0325032,is characterized by,C0751554
C0325032,affects,C4323852
C0325032,has hallmark feature of,C0442043
C0442043,involves,C0948279
C0325032,includes symptoms such as,C3887506
C0325032,includes symptoms such as,C0541831
C0325032,includes symptoms such as,C0040188
C0325032,may co occur with,C0024517
C0325032,may co occur with,C0270482
C0325032,may co occur with,C1879354
C0325032,is associated with,C1837153
C1328349,may include,C0278161
C1328349,presents with,C2827666
C1328349,develops ocular signs such as,C1857644
C1328349,develops ocular signs such as,C4021559
C1328349,develops ocular signs such as,C1720707
C1328349,develops ocular signs such as,C0700501
C1328349,develops ocular signs such as,C0155338
C1328349,develops ocular signs such as,C4024818
C1328349,may include,C0036572
C1328349,may include,C1838868
C1328349,may include,C0344315
C1328349,may include,C0011265
C1328349,may include,C0520679
C1328349,may include,C0018772
C1328349,may include,C0003811
C1328349,management includes,C0413963
C1328349,management includes,C0724696
C1328349,management includes,C1148273
C1328349,requires monitoring by,C0237426
C1328349,requires monitoring by,C0260073
C1328349,requires monitoring by,C5707443
C1328349,agents to avoid include,C0886883
C1328349,agents to avoid include,C0391936
C1328349,agents to avoid include,C1720436
C1328349,agents to avoid include,C0037501
C3281084,is,C3541279
C0039602,is located on,C1521384
C3541279,exhibits,C4025712
C3541279,exhibits,C0700501
C3541279,exhibits,C0278161
C3541279,has manifestations including,C4021559
C3541279,has manifestations including,C0022823
C3541279,has manifestations including,C2936812
C3541279,has manifestations including,C1846821
C3541279,requires,C0598285
C1413505,is crucial for,C1523928
C0268241,typically presents in,C0231335
C0268241,is marked by,C0332162
C0152166,is characterized by,C0474698
C0268241,distinguishes from,C4301958
C0003663,deficiency can manifest as,C0002888
C0268241,has been documented since,C0456590
C0152025,is associated with,C4288918
C0152025,is characterized by,C0240991
C0152025,is characterized by,C0234376
C0152025,is characterized by,C0235046
C0152025,has a slight predilection for,C0086582
C0020861,target,C1416969
C0020861,lead to,C0878575
C0878575,disrupts,C0422936
C0030705,present with,C0278134
C0030705,experience,C0234376
