head,relation_new,tail,relation_raw
C0010308,DrugInteraction,C0154747,synergistic interaction
C0040147,DrugInteraction,C0154747,synergistic interaction
C0154199,DrugInteraction,C0154747,synergistic interaction
C0042842,DrugInteraction,C0154747,synergistic interaction
C0036474,DrugInteraction,C0154747,synergistic interaction
C5886841,DrugInteraction,C0154747,synergistic interaction
C0018099,DrugInteraction,C0154747,synergistic interaction
C0021053,DrugInteraction,C0154747,synergistic interaction
C0002881,DrugInteraction,C0154747,synergistic interaction
C0005779,DrugInteraction,C0154747,synergistic interaction
C0011581,DrugInteraction,C0154747,synergistic interaction
C3714756,DrugInteraction,C0154747,synergistic interaction
C0729584,DrugInteraction,C0154747,synergistic interaction
C0015464,DrugInteraction,C0154747,synergistic interaction
C0456909,DrugInteraction,C0154747,synergistic interaction
C0155388,DrugInteraction,C0154747,synergistic interaction
C0035436,DrugInteraction,C0154747,synergistic interaction
C0085580,DrugInteraction,C0154747,synergistic interaction
C0152105,DrugInteraction,C0154747,synergistic interaction
C0155671,DrugInteraction,C0154747,synergistic interaction
C0155686,DrugInteraction,C0154747,synergistic interaction
C0038525,DrugInteraction,C0154747,synergistic interaction
C0007787,DrugInteraction,C0154747,synergistic interaction
C0004153,DrugInteraction,C0154747,synergistic interaction
C0155773,DrugInteraction,C0154747,synergistic interaction
C0020649,DrugInteraction,C0154747,synergistic interaction
C0037199,DrugInteraction,C0154747,synergistic interaction
C2607914,DrugInteraction,C0154747,synergistic interaction
C0032310,DrugInteraction,C0154747,synergistic interaction
C0006277,DrugInteraction,C0154747,synergistic interaction
C0034067,DrugInteraction,C0154747,synergistic interaction
C0004096,DrugInteraction,C0154747,synergistic interaction
C0003165,DrugInteraction,C0154747,synergistic interaction
C0003949,DrugInteraction,C0154747,synergistic interaction
C0037118,DrugInteraction,C0154747,synergistic interaction
C0175999,DrugInteraction,C0154747,synergistic interaction
C0030920,DrugInteraction,C0154747,synergistic interaction
C0267532,DrugInteraction,C0154747,synergistic interaction
C0021831,DrugInteraction,C0154747,synergistic interaction
C0021831,DrugInteraction,C0154747,synergistic interaction
C0035078,DrugInteraction,C0154747,synergistic interaction
C0020295,DrugInteraction,C0154747,synergistic interaction
C0156264,DrugInteraction,C0154747,synergistic interaction
C0021364,DrugInteraction,C0154747,synergistic interaction
C0020217,DrugInteraction,C0154747,synergistic interaction
C0032987,DrugInteraction,C0154747,synergistic interaction
C0020224,DrugInteraction,C0154747,synergistic interaction
C0024205,DrugInteraction,C0154747,synergistic interaction
C0021099,DrugInteraction,C0154747,synergistic interaction
C0014747,DrugInteraction,C0154747,synergistic interaction
C0027339,DrugInteraction,C0154747,synergistic interaction
C0152087,DrugInteraction,C0154747,synergistic interaction
C0497552,DrugInteraction,C0154747,synergistic interaction
C0035934,DrugInteraction,C0155671,synergistic interaction
C5680507,DrugInteraction,C0155671,synergistic interaction
C0175695,DrugInteraction,C0155671,synergistic interaction
C0014733,DrugInteraction,C0155671,synergistic interaction
C0041471,DrugInteraction,C0155671,synergistic interaction
C4749920,DrugInteraction,C0155671,synergistic interaction
C2931317,DrugInteraction,C0155671,synergistic interaction
C0019655,DrugInteraction,C0155671,synergistic interaction
C0153465,DrugInteraction,C0155671,synergistic interaction
C0036220,DrugInteraction,C0155671,synergistic interaction
C0349557,DrugInteraction,C0155671,synergistic interaction
C0376358,DrugInteraction,C0155671,synergistic interaction
C0153594,DrugInteraction,C0155671,synergistic interaction
C0007115,DrugInteraction,C0155671,synergistic interaction
C0023418,DrugInteraction,C0155671,synergistic interaction
C0023798,DrugInteraction,C0155671,synergistic interaction
C0042133,DrugInteraction,C0155671,synergistic interaction
C0154073,DrugInteraction,C0155671,synergistic interaction
C0010308,DrugInteraction,C0155671,synergistic interaction
C0040147,DrugInteraction,C0155671,synergistic interaction
C0154199,DrugInteraction,C0155671,synergistic interaction
C4021794,DrugInteraction,C0155671,synergistic interaction
C0042842,DrugInteraction,C0155671,synergistic interaction
C0036474,DrugInteraction,C0155671,synergistic interaction
C5886841,DrugInteraction,C0155671,synergistic interaction
C0018099,DrugInteraction,C0155671,synergistic interaction
C0021053,DrugInteraction,C0155671,synergistic interaction
C0002881,DrugInteraction,C0155671,synergistic interaction
C0005779,DrugInteraction,C0155671,synergistic interaction
C1510472,DrugInteraction,C0155671,synergistic interaction
C0011581,DrugInteraction,C0155671,synergistic interaction
C3714756,DrugInteraction,C0155671,synergistic interaction
C0729584,DrugInteraction,C0155671,synergistic interaction
C0154681,DrugInteraction,C0155671,synergistic interaction
C0015464,DrugInteraction,C0155671,synergistic interaction
C0154747,DrugInteraction,C0155671,synergistic interaction
C0017601,DrugInteraction,C0155671,synergistic interaction
C0456909,DrugInteraction,C0155671,synergistic interaction
C0155388,DrugInteraction,C0155671,synergistic interaction
C0035436,DrugInteraction,C0155671,synergistic interaction
C0085580,DrugInteraction,C0155671,synergistic interaction
C0152105,DrugInteraction,C0155671,synergistic interaction
C0155686,DrugInteraction,C0155671,synergistic interaction
C0038525,DrugInteraction,C0155671,synergistic interaction
C0007787,DrugInteraction,C0155671,synergistic interaction
C0004153,DrugInteraction,C0155671,synergistic interaction
C0155773,DrugInteraction,C0155671,synergistic interaction
C0235522,DrugInteraction,C0155671,synergistic interaction
C0020649,DrugInteraction,C0155671,synergistic interaction
C0037199,DrugInteraction,C0155671,synergistic interaction
C2607914,DrugInteraction,C0155671,synergistic interaction
C0032310,DrugInteraction,C0155671,synergistic interaction
C0032285,DrugInteraction,C0155671,synergistic interaction
C0021400,DrugInteraction,C0155671,synergistic interaction
C0006277,DrugInteraction,C0155671,synergistic interaction
C0034067,DrugInteraction,C0155671,synergistic interaction
C0004096,DrugInteraction,C0155671,synergistic interaction
C0003165,DrugInteraction,C0155671,synergistic interaction
C0003949,DrugInteraction,C0155671,synergistic interaction
C0037118,DrugInteraction,C0155671,synergistic interaction
C0175999,DrugInteraction,C0155671,synergistic interaction
C0030920,DrugInteraction,C0155671,synergistic interaction
C0267532,DrugInteraction,C0155671,synergistic interaction
C0021831,DrugInteraction,C0155671,synergistic interaction
C0021831,DrugInteraction,C0155671,synergistic interaction
C0027726,DrugInteraction,C0155671,synergistic interaction
C0035078,DrugInteraction,C0155671,synergistic interaction
C0020295,DrugInteraction,C0155671,synergistic interaction
C0156264,DrugInteraction,C0155671,synergistic interaction
C0010692,DrugInteraction,C0155671,synergistic interaction
C0021364,DrugInteraction,C0155671,synergistic interaction
C0020217,DrugInteraction,C0155671,synergistic interaction
C0032987,DrugInteraction,C0155671,synergistic interaction
C0020224,DrugInteraction,C0155671,synergistic interaction
C0024205,DrugInteraction,C0155671,synergistic interaction
C0021099,DrugInteraction,C0155671,synergistic interaction
C0014747,DrugInteraction,C0155671,synergistic interaction
C0027339,DrugInteraction,C0155671,synergistic interaction
C0152087,DrugInteraction,C0155671,synergistic interaction
C0497552,DrugInteraction,C0155671,synergistic interaction
C0035934,DrugInteraction,C0155686,synergistic interaction
C5680507,DrugInteraction,C0155686,synergistic interaction
C0175695,DrugInteraction,C0155686,synergistic interaction
C0014733,DrugInteraction,C0155686,synergistic interaction
C0041471,DrugInteraction,C0155686,synergistic interaction
C4749920,DrugInteraction,C0155686,synergistic interaction
C2931317,DrugInteraction,C0155686,synergistic interaction
C0019655,DrugInteraction,C0155686,synergistic interaction
C0153465,DrugInteraction,C0155686,synergistic interaction
C0036220,DrugInteraction,C0155686,synergistic interaction
C0349557,DrugInteraction,C0155686,synergistic interaction
C0376358,DrugInteraction,C0155686,synergistic interaction
C0153594,DrugInteraction,C0155686,synergistic interaction
C0153633,DrugInteraction,C0155686,synergistic interaction
C0007115,DrugInteraction,C0155686,synergistic interaction
C0023418,DrugInteraction,C0155686,synergistic interaction
C0023798,DrugInteraction,C0155686,synergistic interaction
C0346156,DrugInteraction,C0155686,synergistic interaction
C0154038,DrugInteraction,C0155686,synergistic interaction
C0154073,DrugInteraction,C0155686,synergistic interaction
C0010308,DrugInteraction,C0155686,synergistic interaction
C0040147,DrugInteraction,C0155686,synergistic interaction
C4025822,DrugInteraction,C0155686,synergistic interaction
C0154199,DrugInteraction,C0155686,synergistic interaction
C0042842,DrugInteraction,C0155686,synergistic interaction
C0036474,DrugInteraction,C0155686,synergistic interaction
C0042870,DrugInteraction,C0155686,synergistic interaction
C5886841,DrugInteraction,C0155686,synergistic interaction
C0018099,DrugInteraction,C0155686,synergistic interaction
C0021053,DrugInteraction,C0155686,synergistic interaction
C0002881,DrugInteraction,C0155686,synergistic interaction
C0005779,DrugInteraction,C0155686,synergistic interaction
C0011581,DrugInteraction,C0155686,synergistic interaction
C3714756,DrugInteraction,C0155686,synergistic interaction
C0085437,DrugInteraction,C0155686,synergistic interaction
C0729584,DrugInteraction,C0155686,synergistic interaction
C0154681,DrugInteraction,C0155686,synergistic interaction
C0026769,DrugInteraction,C0155686,synergistic interaction
C0015464,DrugInteraction,C0155686,synergistic interaction
C0154747,DrugInteraction,C0155686,synergistic interaction
C0456909,DrugInteraction,C0155686,synergistic interaction
C0022568,DrugInteraction,C0155686,synergistic interaction
C0029182,DrugInteraction,C0155686,synergistic interaction
C0155388,DrugInteraction,C0155686,synergistic interaction
C0029899,DrugInteraction,C0155686,synergistic interaction
C0035436,DrugInteraction,C0155686,synergistic interaction
C0155561,DrugInteraction,C0155686,synergistic interaction
C0085580,DrugInteraction,C0155686,synergistic interaction
C0152105,DrugInteraction,C0155686,synergistic interaction
C0155671,DrugInteraction,C0155686,synergistic interaction
C0038525,DrugInteraction,C0155686,synergistic interaction
C0265090,DrugInteraction,C0155686,synergistic interaction
C0007787,DrugInteraction,C0155686,synergistic interaction
C0004153,DrugInteraction,C0155686,synergistic interaction
C0155765,DrugInteraction,C0155686,synergistic interaction
C0155773,DrugInteraction,C0155686,synergistic interaction
C0020649,DrugInteraction,C0155686,synergistic interaction
C0037199,DrugInteraction,C0155686,synergistic interaction
C0001361,DrugInteraction,C0155686,synergistic interaction
C2607914,DrugInteraction,C0155686,synergistic interaction
C0032310,DrugInteraction,C0155686,synergistic interaction
C0006277,DrugInteraction,C0155686,synergistic interaction
C0034067,DrugInteraction,C0155686,synergistic interaction
C0004096,DrugInteraction,C0155686,synergistic interaction
C0006267,DrugInteraction,C0155686,synergistic interaction
C0003165,DrugInteraction,C0155686,synergistic interaction
C0003949,DrugInteraction,C0155686,synergistic interaction
C0037118,DrugInteraction,C0155686,synergistic interaction
C0035204,DrugInteraction,C0155686,synergistic interaction
C0175999,DrugInteraction,C0155686,synergistic interaction
C0035204,DrugInteraction,C0155686,synergistic interaction
C0013295,DrugInteraction,C0155686,synergistic interaction
C0030920,DrugInteraction,C0155686,synergistic interaction
C0267532,DrugInteraction,C0155686,synergistic interaction
C0021831,DrugInteraction,C0155686,synergistic interaction
C0021831,DrugInteraction,C0155686,synergistic interaction
C0021831,DrugInteraction,C0155686,synergistic interaction
C1561643,DrugInteraction,C0155686,synergistic interaction
C0035078,DrugInteraction,C0155686,synergistic interaction
C0021313,DrugInteraction,C0155686,synergistic interaction
C0020295,DrugInteraction,C0155686,synergistic interaction
C0156264,DrugInteraction,C0155686,synergistic interaction
C0033581,DrugInteraction,C0155686,synergistic interaction
C0021364,DrugInteraction,C0155686,synergistic interaction
C0014175,DrugInteraction,C0155686,synergistic interaction
C0020217,DrugInteraction,C0155686,synergistic interaction
C0032987,DrugInteraction,C0155686,synergistic interaction
C0020224,DrugInteraction,C0155686,synergistic interaction
C0024205,DrugInteraction,C0155686,synergistic interaction
C0021099,DrugInteraction,C0155686,synergistic interaction
C0014747,DrugInteraction,C0155686,synergistic interaction
C0011615,DrugInteraction,C0155686,synergistic interaction
C0033860,DrugInteraction,C0155686,synergistic interaction
C0023643,DrugInteraction,C0155686,synergistic interaction
C0027339,DrugInteraction,C0155686,synergistic interaction
C0042109,DrugInteraction,C0155686,synergistic interaction
C0152087,DrugInteraction,C0155686,synergistic interaction
C0016202,DrugInteraction,C0155686,synergistic interaction
C0497552,DrugInteraction,C0155686,synergistic interaction
C0035934,DrugInteraction,C0007787,synergistic interaction
C5680507,DrugInteraction,C0007787,synergistic interaction
C0175695,DrugInteraction,C0007787,synergistic interaction
C0014733,DrugInteraction,C0007787,synergistic interaction
C0041471,DrugInteraction,C0007787,synergistic interaction
C4749920,DrugInteraction,C0007787,synergistic interaction
C0041227,DrugInteraction,C0007787,synergistic interaction
